2024 ASI-047, t, pc, alt, p, temp, volt, gt, Lat, Lon, galt, sats, Ax, Ay, Az, Rx, Ry, Rz, state, Hum, Mx, My, Mz, dt
2024 ASI-047,250,1,-0.19,99172.84,14.41,11.21,0,0,0,0,0,-11.72,29.30,1083.98,1.23,-0.44,4.92,Boot,37.35,-32.40,85.35,0,r
2024 ASI-047,500,2,-0.22,99173.30,14.40,11.21,0,0,0,0,0,-7.32,13.18,1068.85,1.27,1.63,0.27,Boot,36.15,-33.00,85.05,0,r
2024 ASI-047,750,3,-0.16,99172.50,14.40,11.21,0,0,0,0,0,-26.37,33.69,1075.68,0.49,-1.50,-1.84,Boot,36.45,-33.00,84.45,0,r
2024 ASI-047,1000,4,-0.19,99172.88,14.41,11.19,0,0,0,0,0,-18.55,11.23,1077.15,-0.18,1.26,-0.02,Boot,35.55,-32.70,84.15,0,r
2024 ASI-047,1250,5,-0.11,99171.94,14.39,11.19,0,0,0,0,0,-17.09,23.44,1068.36,-0.25,-0.19,-2.42,Boot,36.60,-31.95,85.35,0,r
2024 ASI-047,1500,6,-0.31,99174.28,14.39,11.21,0,0,0,0,0,-2.93,20.51,1068.85,1.02,1.53,3.27,Boot,36.60,-32.40,85.35,0,r
2024 ASI-047,1750,7,-0.25,99173.56,14.38,11.21,0,0,0,0,0,-12.70,16.11,1083.50,-4.32,3.37,-1.28,Boot,36.00,-32.70,85.65,0,r
2024 ASI-047,2000,8,-0.23,99173.38,14.40,11.21,0,0,0,0,0,-2.44,22.46,1085.94,-3.40,2.02,0.41,Boot,36.00,-32.70,83.85,0,r
2024 ASI-047,2250,9,-0.21,99173.09,14.38,11.21,0,0,0,0,0,-14.16,33.20,1087.40,-1.46,-1.88,3.68,Boot,36.00,-32.70,83.85,0,r
2024 ASI-047,2500,10,-0.30,99174.17,14.37,11.20,0,0,0,0,0,-4.88,20.02,1066.41,-1.07,-0.91,-4.47,Boot,36.90,-33.00,85.80,0,r
2024 ASI-047,2750,11,-0.12,99172.13,14.39,11.28,0,0,0,0,0,-11.72,16.11,1073.24,-1.86,0.53,-1.11,Boot,36.45,-33.00,85.50,0,r
2024 ASI-047,3000,12,-0.20,99173.03,14.39,11.21,0,0,0,0,0,-17.09,22.46,1081.05,0.89,-0.35,-1.05,Boot,37.65,-32.55,84.00,0,r
2024 ASI-047,3250,13,-0.26,99173.77,14.38,11.20,0,0,0,0,0,-18.55,29.30,1075.68,0.83,-3.92,2.88,Boot,36.45,-32.55,85.80,0,r
2024 ASI-047,3500,14,-0.26,99173.66,14.39,11.22,0,0,0,0,0,-14.65,29.30,1082.03,1.42,0.32,0.66,Boot,36.00,-32.70,86.40,0,r
2024 ASI-047,3750,15,-0.30,99174.22,14.38,11.21,0,0,0,0,0,-20.51,25.88,1069.82,0.42,-1.50,1.42,Boot,36.30,-32.70,84.90,0,r
2024 ASI-047,4000,16,-0.13,99172.22,14.37,11.21,0,0,0,0,0,0.49,17.58,1081.54,0.85,1.36,0.84,Boot,36.90,-33.00,84.75,0,r
2024 ASI-047,4250,17,-0.18,99172.81,14.38,11.20,0,0,0,0,0,-16.60,29.30,1077.15,-1.66,0.87,-2.99,Boot,36.60,-31.65,84.90,0,r
2024 ASI-047,4500,18,-0.21,99173.19,14.39,11.20,0,0,0,0,0,0.98,32.71,1076.17,1.72,-2.12,1.14,Boot,35.55,-33.15,84.60,0,r
2024 ASI-047,4750,19,-0.34,99174.61,14.39,11.21,0,0,0,0,0,-21.00,24.41,1085.45,0.66,0.97,0.83,Boot,36.00,-32.40,85.65,0,r
2024 ASI-047,5000,20,-0.23,99173.39,14.39,11.20,0,0,0,0,0,-15.14,20.02,1071.29,-0.56,3.81,2.49,Boot,37.20,-34.05,84.75,0,r
2024 ASI-047,5250,21,-0.16,99172.52,14.39,11.20,0,0,0,0,0,-11.23,37.60,1078.61,-0.15,1.11,0.12,Boot,37.05,-31.95,85.65,0,r
2024 ASI-047,5500,22,-0.14,99172.30,14.38,11.21,0,0,0,0,0,-4.39,25.88,1076.66,-0.32,-3.27,1.63,Boot,35.55,-31.95,84.90,0,r
2024 ASI-047,5750,23,-0.29,99174.09,14.39,11.21,0,0,0,0,0,-18.07,29.30,1063.96,-3.15,-2.22,-0.78,Boot,37.05,-32.40,84.90,0,r
2024 ASI-047,6000,24,-0.17,99172.64,14.39,11.21,0,0,0,0,0,-27.34,23.93,1084.47,0.24,-1.15,0.85,Boot,36.30,-32.70,84.60,0,r
2024 ASI-047,6250,25,-0.33,99174.58,14.39,11.20,0,0,0,0,0,-6.35,22.95,1079.59,-0.31,-3.87,-1.39,Boot,36.30,-31.65,84.15,0,r
2024 ASI-047,6500,26,-0.16,99172.55,14.39,11.21,0,0,0,0,0,-14.65,34.18,1077.64,-0.50,0.12,-1.53,Boot,37.05,-31.95,86.40,0,r
2024 ASI-047,6750,27,-0.28,99173.91,14.40,11.21,0,0,0,0,0,-13.18,17.58,1071.78,2.92,-0.31,4.88,Boot,36.45,-31.80,85.05,0,r
2024 ASI-047,7000,28,-0.30,99174.22,14.39,11.21,0,0,0,0,0,-22.46,21.48,1070.31,0.50,-1.05,0.48,Boot,36.45,-33.00,85.50,0,r
2024 ASI-047,7250,29,-0.13,99172.14,14.39,11.20,0,0,0,0,0,-23.93,25.88,1077.15,-1.94,1.14,3.18,Boot,36.15,-31.05,85.80,0,r
2024 ASI-047,7500,30,-0.33,99174.55,14.39,11.21,0,0,0,0,0,-17.09,17.58,1071.29,-0.89,0.31,1.45,Boot,36.30,-32.40,85.35,0,r
2024 ASI-047,7750,31,-0.19,99172.88,14.38,11.20,0,0,0,0,0,0.00,26.37,1072.75,3.01,2.90,3.93,Boot,35.70,-32.55,84.00,0,r
2024 ASI-047,8000,32,-0.22,99173.27,14.38,11.21,0,0,0,0,0,-16.60,30.76,1076.66,0.49,2.56,1.63,Boot,37.20,-32.55,86.25,0,r
2024 ASI-047,8250,33,-0.23,99173.31,14.39,11.21,0,0,0,0,0,-18.07,26.86,1080.08,1.36,1.76,2.12,Boot,36.45,-32.25,84.00,0,r
2024 ASI-047,8500,34,-0.39,99175.27,14.40,11.19,0,0,0,0,0,-16.11,34.67,1077.64,2.60,-2.72,-0.54,Boot,36.45,-32.55,84.75,0,r
2024 ASI-047,8750,35,-0.19,99172.92,14.39,11.21,0,0,0,0,0,-15.14,28.32,1072.75,-0.40,3.47,-0.41,Boot,37.05,-33.60,84.60,0,r
2024 ASI-047,9000,36,-0.19,99172.89,14.39,11.21,0,0,0,0,0,-19.53,26.37,1079.10,3.50,-2.02,3.83,Boot,36.60,-33.15,84.90,0,r
2024 ASI-047,9250,37,-0.30,99174.17,14.40,11.21,0,0,0,0,0,-1.46,23.44,1086.43,0.34,-1.47,3.00,Boot,36.45,-33.00,84.75,0,r
2024 ASI-047,9500,38,-0.22,99173.28,14.38,11.20,0,0,0,0,0,-9.77,32.23,1063.48,0.70,1.57,0.25,Boot,36.60,-31.95,84.15,0,r
2024 ASI-047,9750,39,-0.23,99173.42,14.39,11.21,0,0,0,0,0,-6.35,15.14,1080.08,-2.54,4.37,2.46,Boot,36.90,-31.80,85.50,0,r
2024 ASI-047,10000,40,-0.30,99174.22,14.38,11.24,0,0,0,0,0,-148.93,59.08,1130.37,-0.77,-1.64,-27.37,Boot,36.60,-33.15,84.90,0,r
2024 ASI-047,10250,41,-0.29,99174.06,14.39,11.20,0,0,0,0,0,-23.93,22.95,1068.85,-1.68,2.94,0.89,Boot,37.65,-34.50,83.70,0,r
2024 ASI-047,10500,42,-0.29,99174.05,14.40,11.19,0,0,0,0,0,-6.84,13.67,1066.89,-1.06,4.45,20.54,Boot,37.05,-31.95,84.15,0,r
2024 ASI-047,10750,43,-0.18,99172.80,14.39,11.20,0,0,0,0,0,-17.09,14.16,1079.59,1.40,-0.60,0.60,Boot,37.20,-29.85,85.50,0,r
2024 ASI-047,11000,44,-0.16,99172.58,14.38,11.21,0,0,0,0,0,-10.25,34.18,1082.52,-5.28,2.11,-2.83,Boot,37.35,-31.65,84.90,0,r
2024 ASI-047,11250,45,-0.29,99174.08,14.39,11.20,0,0,0,0,0,-15.14,24.90,1085.45,-2.02,-0.10,-0.30,Boot,37.05,-31.20,84.90,0,r
2024 ASI-047,11500,46,-0.21,99173.08,14.39,11.19,0,0,0,0,0,-3.91,24.41,1074.22,1.62,0.01,3.34,Boot,35.25,-31.65,83.10,0,r
2024 ASI-047,11750,47,-0.27,99173.89,14.40,11.20,0,0,0,0,0,-6.35,23.44,1078.13,-0.80,5.13,0.66,Boot,35.40,-31.80,84.75,0,r
2024 ASI-047,12000,48,-0.21,99173.16,14.39,11.20,0,0,0,0,0,-3.91,37.60,1082.52,-4.35,1.71,-1.45,Boot,36.00,-31.20,84.60,0,r
2024 ASI-047,12250,49,-0.32,99174.44,14.39,11.19,0,0,0,0,0,-11.23,25.88,1087.89,3.33,1.49,3.71,Boot,36.90,-31.80,83.55,0,r
2024 ASI-047,12500,50,-0.19,99172.88,14.41,11.20,0,0,0,0,0,-14.65,28.81,1071.78,-0.07,0.86,0.71,Boot,36.45,-31.80,82.95,0,r
2024 ASI-047,12750,51,-0.26,99173.70,14.39,11.21,0,0,0,0,0,-8.30,23.93,1074.22,-2.48,2.04,-3.35,Boot,36.00,-31.95,84.90,0,r
2024 ASI-047,13000,52,-0.31,99174.28,14.41,11.20,0,0,0,0,0,-4.88,30.76,1072.75,1.12,1.95,2.66,Boot,36.00,-31.65,85.35,0,r
2024 ASI-047,13250,53,-0.12,99172.02,14.39,11.20,0,0,0,0,0,0.00,28.32,1081.54,-0.35,2.74,3.78,Boot,36.30,-31.95,84.60,0,r
2024 ASI-047,13500,54,-0.23,99173.38,14.39,11.18,0,0,0,0,0,-24.41,27.34,1083.01,-1.12,0.92,-2.29,Boot,36.90,-31.05,85.50,0,r
2024 ASI-047,13750,55,-0.24,99173.44,14.40,11.19,0,0,0,0,0,-10.25,24.90,1076.66,-0.40,-0.48,-0.79,Boot,36.60,-31.95,84.15,0,r
2024 ASI-047,14000,56,-0.26,99173.70,14.39,11.20,0,0,0,0,0,-18.55,31.25,1077.64,-2.73,1.47,-3.21,Boot,37.80,-31.95,83.85,0,r
2024 ASI-047,14250,57,-0.22,99173.30,14.40,11.21,0,0,0,0,0,-6.84,24.41,1084.96,-3.24,1.02,-1.24,Boot,37.80,-31.95,83.85,0,r
2024 ASI-047,14500,58,-0.29,99174.09,14.41,11.20,0,0,0,0,0,-9.28,22.46,1074.22,4.54,-2.36,1.09,Boot,35.55,-32.40,84.90,0,r
2024 ASI-047,14750,59,-0.31,99174.31,14.40,11.19,0,0,0,0,0,-6.84,24.41,1069.82,-3.03,4.25,-4.12,Boot,35.25,-31.65,83.55,0,r
2024 ASI-047,15000,60,-0.31,99174.36,14.40,11.18,0,0,0,0,0,-11.72,17.09,1084.96,-0.41,2.18,2.10,Boot,37.20,-32.55,84.75,0,r
2024 ASI-047,15250,61,-0.23,99173.34,14.40,11.21,0,0,0,0,0,-21.00,14.65,1079.10,1.08,-0.95,1.21,Boot,36.60,-31.95,84.90,0,r
2024 ASI-047,15500,62,-0.19,99172.86,14.40,11.21,0,0,0,0,0,-6.84,23.93,1065.43,-2.96,1.87,-1.21,Boot,36.15,-31.05,84.75,0,r
2024 ASI-047,15750,63,-0.25,99173.61,14.39,11.21,0,0,0,0,0,-17.58,31.25,1064.45,-1.84,3.15,0.85,Boot,37.65,-32.55,84.45,0,r
2024 ASI-047,16000,64,-0.32,99174.39,14.41,11.21,0,0,0,0,0,-23.93,26.37,1074.22,0.04,2.33,2.59,Boot,37.20,-32.55,84.45,0,r
2024 ASI-047,16250,65,-0.26,99173.67,14.39,11.19,0,0,0,0,0,-16.60,17.58,1081.05,-1.62,0.43,-2.76,Boot,36.45,-31.05,84.75,0,r
2024 ASI-047,16500,66,-0.16,99172.55,14.40,11.21,0,0,0,0,0,-1.95,18.07,1068.36,0.33,1.24,-0.05,Boot,36.30,-32.40,83.55,0,r
2024 ASI-047,16750,67,-0.13,99172.22,14.41,11.22,0,0,0,0,0,-5.37,-3.42,1086.91,1.31,2.21,-9.92,Boot,36.90,-32.25,85.05,0,r
2024 ASI-047,17000,68,-0.21,99173.09,14.39,11.20,0,0,0,0,0,-25.88,33.69,1085.94,0.82,-1.10,6.66,Boot,36.90,-32.25,85.05,0,r
2024 ASI-047,17250,69,-0.31,99174.27,14.41,11.20,0,0,0,0,0,1.46,24.41,1074.71,-3.56,2.12,-0.12,Boot,35.10,-32.55,85.80,0,r
2024 ASI-047,17500,70,-0.32,99174.39,14.40,11.19,0,0,0,0,0,33.20,38.57,1070.31,1.66,-12.89,6.98,Boot,35.40,-33.00,85.80,0,r
2024 ASI-047,17750,71,-0.18,99172.81,14.40,11.20,0,0,0,0,0,47.36,9.77,1041.99,1.47,10.54,0.07,Boot,35.70,-31.50,84.75,0,r
2024 ASI-047,18000,72,-0.24,99173.44,14.41,11.20,0,0,0,0,0,-0.49,14.16,1078.61,-4.61,1.74,-4.15,Boot,36.90,-30.75,85.50,0,r
2024 ASI-047,18250,73,-0.19,99172.86,14.41,11.20,0,0,0,0,0,-24.41,30.27,1070.31,-0.53,0.56,0.87,Boot,36.30,-33.15,84.60,0,r
2024 ASI-047,18500,74,-0.23,99173.38,14.41,11.20,0,0,0,0,0,-5.37,20.02,1060.06,0.77,0.85,3.65,Boot,37.80,-30.15,84.15,0,r
2024 ASI-047,250,1,0.01,99173.83,14.43,11.22,0,0,0,0,0,-9.28,28.81,1094.24,0.15,1.29,1.27,Boot,35.25,-32.70,83.55,0,r
2024 ASI-047,500,2,-0.06,99174.61,14.42,11.21,0,0,0,0,0,6.35,39.06,1084.47,-1.24,1.08,-2.24,Boot,37.35,-33.15,83.85,0,r
2024 ASI-047,750,3,0.06,99173.25,14.42,11.21,0,0,0,0,0,1.46,26.86,1073.24,-0.86,1.00,0.82,Boot,36.00,-33.90,83.85,0,r
2024 ASI-047,1000,4,0.09,99172.81,14.43,11.18,0,0,0,0,0,-25.39,31.74,1082.03,-2.75,3.02,-13.27,Boot,36.00,-33.90,83.85,0,r
2024 ASI-047,1250,5,-0.05,99174.50,14.44,11.21,0,0,0,0,0,-21.97,21.48,1078.61,1.17,-1.16,-10.29,Boot,37.05,-32.40,83.85,0,r
2024 ASI-047,1500,6,-0.01,99174.06,14.44,11.21,0,0,0,0,0,-18.07,30.76,1081.54,-1.60,2.69,2.72,Boot,36.00,-33.90,84.60,0,r
2024 ASI-047,1750,7,0.02,99173.69,14.44,11.20,0,0,0,0,0,-5.37,24.90,1072.75,-1.36,5.03,-2.43,Boot,36.30,-33.90,84.90,0,r
2024 ASI-047,250,1,-0.08,99174.92,14.43,11.21,0,0,0,0,0,-11.23,31.74,1081.05,1.64,1.19,-0.35,Boot,36.45,-34.50,85.05,0,r
2024 ASI-047,500,2,-0.02,99174.11,14.43,11.21,0,0,0,0,0,-6.84,26.37,1070.80,4.51,-3.98,2.42,Boot,35.55,-32.70,83.85,0,r
2024 ASI-047,750,3,-0.04,99174.38,14.44,11.20,0,0,0,0,0,0.00,34.67,1072.75,1.09,-0.92,2.05,Boot,37.35,-32.40,84.60,0,r
2024 ASI-047,1000,4,-0.05,99174.52,14.44,11.19,0,0,0,0,0,-20.02,22.95,1076.17,-2.57,0.21,-1.87,Boot,36.90,-34.05,83.25,0,r
2024 ASI-047,1250,5,-0.06,99174.66,14.44,11.19,0,0,0,0,0,-12.70,21.97,1078.61,1.62,-3.01,0.03,Boot,36.00,-33.60,83.85,0,r
2024 ASI-047,1500,6,-0.06,99174.59,14.43,11.19,0,0,0,0,0,-15.14,31.74,1077.64,-0.11,-1.90,-2.79,Boot,36.15,-32.55,84.75,0,r
2024 ASI-047,1750,7,-0.10,99175.16,14.44,11.21,0,0,0,0,0,-4.39,16.60,1082.03,-2.31,1.89,0.36,Boot,35.25,-33.15,84.90,0,r
2024 ASI-047,2000,8,-0.02,99174.20,14.43,11.19,0,0,0,0,0,-15.63,17.09,1088.87,0.98,0.27,1.79,Boot,35.55,-33.60,85.95,0,r
2024 ASI-047,2250,9,-0.11,99175.17,14.44,11.21,0,0,0,0,0,-4.39,26.37,1074.71,-1.20,0.05,-2.51,Boot,36.60,-33.90,84.90,0,r
2024 ASI-047,2500,10,0.04,99173.44,14.44,11.21,0,0,0,0,0,1.95,23.44,1071.29,-1.98,2.99,-2.11,Boot,35.10,-33.00,84.45,0,r
2024 ASI-047,2750,11,-0.02,99174.14,14.44,11.19,0,0,0,0,0,-8.30,28.81,1083.01,4.58,0.72,0.09,Boot,35.70,-34.05,85.80,0,r
2024 ASI-047,3000,12,-0.15,99175.69,14.45,11.21,0,0,0,0,0,-18.07,25.88,1081.54,0.98,3.13,2.44,Boot,36.45,-33.00,84.45,0,r
2024 ASI-047,250,1,0.13,99173.39,14.44,11.21,0,0,0,0,0,-14.16,24.90,1074.22,2.59,-1.22,5.09,Boot,36.45,-34.05,85.05,0,r
2024 ASI-047,500,2,0.16,99173.11,14.44,11.20,0,0,0,0,0,-9.28,29.30,1066.89,0.29,-3.57,0.55,Boot,36.30,-33.15,84.15,0,r
2024 ASI-047,750,3,0.10,99173.78,14.44,11.21,0,0,0,0,0,-14.16,34.18,1090.33,-1.20,3.02,-2.37,Boot,37.65,-34.05,82.95,0,r
2024 ASI-047,1000,4,-0.04,99175.42,14.43,11.22,0,0,0,0,0,-13.18,34.67,1074.71,-2.08,1.76,-1.83,Boot,37.65,-33.30,84.45,0,r
2024 ASI-047,1250,5,0.17,99172.92,14.42,11.21,0,0,0,0,0,-2.44,19.53,1084.47,-1.31,-0.24,1.07,Boot,37.35,-33.90,85.95,0,r
2024 ASI-047,1500,6,0.08,99174.05,14.43,11.20,0,0,0,0,0,-11.72,29.79,1073.24,0.92,3.38,-1.93,Boot,36.00,-31.20,84.60,0,r
2024 ASI-047,1750,7,0.26,99171.91,14.42,11.20,0,0,0,0,0,-2.93,-16.11,1079.59,-3.46,3.35,-12.40,Boot,36.15,-33.00,84.45,0,r
2024 ASI-047,2000,8,0.18,99172.80,14.42,11.19,0,0,0,0,0,-1.95,15.14,1082.52,-1.08,2.47,1.23,Boot,36.00,-34.35,83.85,0,r
2024 ASI-047,2250,9,-0.03,99175.25,14.42,11.19,0,0,0,0,0,-2.44,19.04,1075.68,-2.08,2.32,0.92,Boot,37.05,-33.15,85.35,0,r
2024 ASI-047,2500,10,-0.02,99175.14,14.42,11.20,0,0,0,0,0,-1.95,19.04,1086.91,0.16,0.89,2.63,Boot,36.15,-33.00,83.70,0,r
2024 ASI-047,2750,11,0.05,99174.31,14.42,11.19,0,0,0,0,0,-42.48,43.46,1077.64,2.05,-1.29,0.66,Boot,36.00,-32.70,83.85,0,r
2024 ASI-047,3000,12,0.03,99174.56,14.41,11.18,0,0,0,0,0,-12.21,27.83,1077.64,-1.68,-0.89,4.59,Boot,36.30,-32.70,85.65,0,r
2024 ASI-047,3250,13,-0.06,99175.69,14.42,11.20,0,0,0,0,0,-15.14,23.44,1083.98,-0.03,2.02,0.35,Boot,35.10,-33.30,85.05,0,r
2024 ASI-047,3500,14,-0.00,99174.98,14.42,11.22,0,0,0,0,0,19.53,50.78,1081.05,2.24,-0.59,8.69,Boot,36.90,-33.00,86.25,0,r
2024 ASI-047,3750,15,-0.14,99176.56,14.43,11.20,0,0,0,0,0,-16.11,23.44,1085.94,-0.54,-0.60,3.63,Boot,36.00,-32.70,84.90,0,r
2024 ASI-047,4000,16,0.12,99173.59,14.42,11.20,0,0,0,0,0,-4.88,31.74,1088.38,-2.35,-0.05,0.42,Boot,36.90,-32.55,84.00,0,r
2024 ASI-047,4250,17,0.13,99173.41,14.42,11.21,0,0,0,0,0,-16.11,26.37,1075.68,3.28,1.76,4.89,Boot,35.25,-32.70,85.35,0,r
2024 ASI-047,4500,18,0.05,99174.31,14.43,11.24,0,0,0,0,0,24.41,58.11,1081.54,5.24,-0.48,2.40,Boot,36.90,-33.00,84.00,0,r
2024 ASI-047,4750,19,0.02,99174.72,14.43,11.20,0,0,0,0,0,-15.63,22.46,1075.68,-5.01,0.39,-2.11,Boot,35.10,-31.80,85.05,0,r
2024 ASI-047,5000,20,-0.01,99175.09,14.43,11.20,0,0,0,0,0,0.00,35.16,1093.26,-0.66,-2.29,0.24,Boot,35.10,-31.80,85.05,0,r
2024 ASI-047,5250,21,0.16,99173.08,14.42,11.20,0,0,0,0,0,-13.18,39.06,1099.61,1.74,1.53,4.00,Boot,35.70,-31.80,84.45,0,r
2024 ASI-047,5500,22,0.07,99174.12,14.43,11.19,0,0,0,0,0,2.93,14.16,1059.57,0.06,1.52,2.33,Boot,36.90,-31.80,84.45,0,r
2024 ASI-047,5750,23,0.13,99173.47,14.43,11.19,0,0,0,0,0,-17.58,10.25,1042.97,-0.27,-1.08,1.27,Boot,37.20,-32.25,84.00,0,r
2024 ASI-047,6000,24,-0.01,99175.02,14.42,11.18,0,0,0,0,0,-6.84,40.04,1080.08,2.31,-2.15,3.33,Boot,36.30,-31.95,84.15,0,r
2024 ASI-047,6250,25,-0.04,99175.44,14.42,11.21,0,0,0,0,0,-14.16,23.93,1070.31,0.11,2.18,1.66,Boot,36.45,-33.00,84.75,0,r
2024 ASI-047,6500,26,-0.03,99175.28,14.44,11.21,0,0,0,0,0,4.39,8.79,1087.89,2.66,-3.09,2.87,Boot,36.45,-33.00,84.75,0,r
2024 ASI-047,6750,27,-0.03,99175.33,14.43,11.21,0,0,0,0,0,-11.23,16.11,1082.52,-2.12,0.78,-0.57,Boot,37.05,-33.15,84.60,0,r
2024 ASI-047,7000,28,-0.04,99175.42,14.44,11.21,0,0,0,0,0,-14.16,6.35,1073.24,-0.92,1.22,1.88,Boot,36.15,-31.80,84.00,0,r
2024 ASI-047,7250,29,-0.09,99176.00,14.43,11.21,0,0,0,0,0,-0.49,28.32,1072.27,3.76,-1.50,0.86,Boot,37.20,-33.00,84.45,0,r
2024 ASI-047,7500,30,0.03,99174.56,14.43,11.21,0,0,0,0,0,-21.00,18.55,1073.73,-0.81,0.57,-1.07,Boot,35.25,-33.15,83.55,0,r
2024 ASI-047,7750,31,-0.01,99175.03,14.44,11.20,0,0,0,0,0,-10.74,32.23,1087.89,0.51,3.23,-2.47,Boot,35.40,-32.25,84.75,0,r
2024 ASI-047,8000,32,0.02,99174.69,14.44,11.20,0,0,0,0,0,-17.09,19.04,1079.59,0.32,2.18,1.61,Boot,36.60,-33.60,83.85,0,r
2024 ASI-047,8250,33,0.07,99174.16,14.44,11.21,0,0,0,0,0,-11.23,25.88,1075.68,0.27,-1.09,1.77,Boot,36.30,-31.95,84.90,0,r
2024 ASI-047,8500,34,0.06,99174.23,14.43,11.19,0,0,0,0,0,-3.42,28.81,1089.36,-3.38,1.88,1.09,Boot,37.05,-32.70,85.95,0,r
2024 ASI-047,8750,35,0.05,99174.34,14.42,11.21,0,0,0,0,0,-11.23,12.70,1080.57,2.87,1.19,0.31,Boot,36.45,-33.00,85.50,0,r
2024 ASI-047,9000,36,-0.00,99174.98,14.42,11.20,0,0,0,0,0,-12.21,23.44,1071.78,3.01,-3.05,1.56,Boot,36.90,-33.00,84.75,0,r
2024 ASI-047,9250,37,0.00,99174.91,14.43,11.21,0,0,0,0,0,-2.44,28.32,1077.15,-1.32,0.66,0.57,Boot,37.35,-33.15,83.85,0,r
2024 ASI-047,9500,38,0.03,99174.62,14.43,11.21,0,0,0,0,0,-8.79,25.88,1093.26,-2.87,0.14,-0.90,Boot,36.00,-32.40,84.15,0,r
2024 ASI-047,9750,39,-0.04,99175.42,14.44,11.20,0,0,0,0,0,-10.74,33.69,1089.36,1.85,-4.48,0.53,Boot,36.60,-33.15,83.55,0,r
2024 ASI-047,10000,40,-0.07,99175.73,14.44,11.21,0,0,0,0,0,-9.77,32.23,1081.54,-1.02,2.77,-0.40,Boot,35.10,-34.05,84.75,0,r
2024 ASI-047,10250,41,-0.07,99175.75,14.44,11.21,0,0,0,0,0,-3.91,33.20,1072.75,-0.99,0.44,1.06,Boot,36.90,-33.75,85.05,0,r
2024 ASI-047,10500,42,0.00,99174.94,14.44,11.20,0,0,0,0,0,-13.67,18.07,1072.27,0.69,2.05,3.82,Boot,37.95,-32.25,84.00,0,r
2024 ASI-047,10750,43,-0.09,99175.98,14.44,11.19,0,0,0,0,0,-17.09,15.14,1080.08,-0.78,3.27,-0.69,Boot,37.95,-32.25,84.00,0,r
2024 ASI-047,11000,44,-0.04,99175.42,14.44,11.18,0,0,0,0,0,-11.72,20.51,1079.10,-4.16,4.35,-1.92,Boot,37.95,-33.00,84.45,0,r
2024 ASI-047,11250,45,0.07,99174.11,14.45,11.20,0,0,0,0,0,-20.02,21.00,1081.54,2.33,1.08,2.89,Boot,35.40,-33.00,84.75,0,r
2024 ASI-047,11500,46,0.00,99174.92,14.44,11.20,0,0,0,0,0,-19.04,16.60,1091.31,-3.50,2.53,-0.47,Boot,34.80,-32.40,84.60,0,r
2024 ASI-047,11750,47,-0.07,99175.83,14.45,11.19,0,0,0,0,0,-15.14,21.00,1080.57,-2.75,3.22,-1.58,Boot,36.45,-33.00,84.45,0,r
2024 ASI-047,12000,48,-0.04,99175.42,14.44,11.20,0,0,0,0,0,-9.28,36.62,1067.87,1.88,-1.25,2.35,Boot,36.00,-31.95,83.85,0,r
2024 ASI-047,12250,49,0.01,99174.83,14.43,11.19,0,0,0,0,0,-3.42,27.83,1081.05,3.19,-1.40,0.52,Boot,35.55,-31.95,85.65,0,r
2024 ASI-047,12500,50,-0.00,99175.00,14.44,11.20,0,0,0,0,0,-11.23,23.44,1078.61,-1.86,0.92,-1.89,Boot,37.20,-32.25,85.50,0,r
2024 ASI-047,12750,51,-0.19,99177.16,14.45,11.19,0,0,0,0,0,-2.44,19.04,1077.15,-1.02,0.17,0.40,Boot,36.90,-33.30,85.05,0,r
2024 ASI-047,13000,52,-0.03,99175.27,14.44,11.19,0,0,0,0,0,-15.14,16.11,1074.22,1.45,0.63,-1.69,Boot,37.35,-32.70,84.90,0,r
2024 ASI-047,13250,53,-0.04,99175.47,14.43,11.19,0,0,0,0,0,-3.42,22.95,1080.08,-0.65,4.09,-0.64,Boot,37.35,-32.70,83.55,0,r
2024 ASI-047,13500,54,0.02,99174.70,14.43,11.21,0,0,0,0,0,-11.72,35.64,1083.01,1.09,-0.09,4.26,Boot,36.60,-33.60,85.35,0,r
2024 ASI-047,13750,55,-0.07,99175.80,14.44,11.19,0,0,0,0,0,-6.84,16.11,1085.94,1.78,-1.50,3.47,Boot,34.80,-31.95,84.90,0,r
2024 ASI-047,14000,56,0.12,99173.52,14.43,11.21,0,0,0,0,0,-21.97,27.83,1086.43,-3.75,1.22,-1.43,Boot,37.65,-34.05,84.75,0,r
2024 ASI-047,14250,57,0.02,99174.67,14.44,11.18,0,0,0,0,0,-17.58,6.35,1086.91,-0.92,1.68,-1.89,Boot,37.20,-32.25,84.45,0,r
2024 ASI-047,14500,58,-0.00,99175.00,14.44,11.20,0,0,0,0,0,-15.14,27.34,1076.66,-0.92,-0.49,4.87,Boot,37.65,-33.00,84.45,0,r
2024 ASI-047,14750,59,0.02,99174.69,14.44,11.21,0,0,0,0,0,-8.79,26.86,1085.45,-0.99,5.82,-0.95,Boot,36.15,-32.25,85.05,0,r
2024 ASI-047,15000,60,-0.09,99175.98,14.45,11.20,0,0,0,0,0,-5.86,17.58,1068.85,1.40,-3.74,2.67,Boot,36.30,-32.40,83.85,0,r
2024 ASI-047,15250,61,-0.12,99176.34,14.44,11.20,0,0,0,0,0,8.79,21.00,1080.57,0.10,-1.18,0.71,Boot,35.55,-34.35,83.85,0,r
